,index,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size
1217,1285,Oregon,5176.579135,No,Basic,Master,2011-02-04,Employed,F,23636.0,Rural,Married,65,19,10,0,3,Personal Auto,Personal L3,Offer2,Call Center,81.452537,Four-Door Car,Large
1218,1286,Oregon,5389.499465,Yes,Extended,College,2011-01-07,Employed,M,66429.0,Rural,Married,136,35,93,0,1,Personal Auto,Personal L3,Offer2,Agent,57.712985,Sports Car,Medsize
1219,1287,Washington,4067.004737,No,Basic,High School or Below,2011-01-09,Employed,F,28466.0,Urban,Married,102,33,91,0,1,Personal Auto,Personal L3,Offer3,Agent,371.802628,SUV,Medsize
1220,1288,Oregon,4434.941371,No,Basic,Bachelor,2011-02-20,Employed,F,58082.0,Rural,Married,112,31,66,1,1,Personal Auto,Personal L3,Offer1,Call Center,103.022126,SUV,Medsize
1221,1289,Arizona,14010.52742,No,Basic,Bachelor,2011-01-28,Employed,F,36523.0,Rural,Married,71,28,67,0,2,Personal Auto,Personal L1,Offer2,Web,101.353875,Four-Door Car,Medsize
1222,1290,Nevada,12350.05824,No,Premium,Bachelor,2011-01-09,Employed,M,54710.0,Urban,Married,103,13,46,0,2,Personal Auto,Personal L3,Offer3,Branch,294.058449,Two-Door Car,Medsize
1223,1291,California,8161.576876,No,Basic,High School or Below,2011-02-07,Employed,F,73466.0,Rural,Married,102,2,71,1,6,Personal Auto,Personal L1,Offer3,Call Center,204.74051,SUV,Medsize
1224,1293,Arizona,8717.049833,Yes,Basic,College,2011-02-14,Employed,M,83846.0,Suburban,Married,74,22,94,3,2,Personal Auto,Personal L2,Offer2,Agent,355.2,Four-Door Car,Large
1225,1294,Oregon,5917.466603,No,Premium,High School or Below,2011-02-13,Unemployed,M,0.0,Suburban,Single,169,31,77,0,1,Personal Auto,Personal L3,Offer4,Agent,1207.084251,SUV,Medsize
1226,1295,California,2503.660407,No,Basic,Bachelor,2011-01-11,Employed,M,53338.0,Rural,Married,63,24,35,1,1,Personal Auto,Personal L2,Offer4,Agent,35.45384,Four-Door Car,Medsize
1227,1296,Washington,12682.25069,No,Extended,High School or Below,2011-01-20,Employed,M,75203.0,Suburban,Single,80,0,13,1,2,Corporate Auto,Corporate L2,Offer1,Call Center,384.0,Four-Door Car,Medsize
1228,1297,Oregon,4330.38602,Yes,Premium,College,2011-02-16,Employed,M,60475.0,Suburban,Married,107,9,18,0,1,Personal Auto,Personal L1,Offer2,Branch,513.6,Four-Door Car,Medsize
1229,1298,California,10487.74332,No,Extended,College,2011-02-24,Employed,M,30658.0,Suburban,Married,89,6,67,0,2,Personal Auto,Personal L3,Offer2,Branch,441.757585,Four-Door Car,Medsize
1230,1299,Arizona,3567.503755,Yes,Basic,Bachelor,2011-01-07,Unemployed,M,0.0,Suburban,Married,102,28,11,0,1,Corporate Auto,Corporate L2,Offer2,Agent,660.430456,SUV,Medsize
1231,1301,Oregon,21423.63723,Yes,Basic,Bachelor,2011-01-03,Unemployed,M,0.0,Suburban,Married,65,9,31,0,2,Personal Auto,Personal L2,Offer2,Agent,312.0,Two-Door Car,Medsize
1232,1302,Washington,5581.761298,No,Basic,Master,2011-02-28,Employed,F,62739.0,Urban,Divorced,70,29,80,0,3,Personal Auto,Personal L1,Offer2,Call Center,239.328571,Two-Door Car,Medsize
1233,1303,California,3515.831889,No,Extended,Doctor,2011-01-31,Medical Leave,F,15144.0,Urban,Married,90,2,71,0,1,Personal Auto,Personal L2,Offer3,Agent,372.652536,Four-Door Car,Medsize
1234,1304,California,12036.62051,Yes,Basic,Bachelor,2011-02-10,Employed,M,44428.0,Suburban,Single,104,17,61,0,2,Personal Auto,Personal L3,Offer1,Call Center,499.2,SUV,Medsize
1235,1305,California,3609.798318,No,Extended,College,2011-02-16,Employed,M,58297.0,Suburban,Married,97,19,94,5,1,Special Auto,Special L3,Offer1,Agent,647.039443,Four-Door Car,Small
1236,1306,Oregon,17732.46488,No,Basic,Bachelor,2011-02-14,Employed,F,42191.0,Rural,Married,74,2,43,1,2,Special Auto,Special L2,Offer1,Call Center,68.647736,Two-Door Car,Medsize
1237,1307,Nevada,8509.850887,Yes,Basic,Master,2011-01-31,Disabled,M,26057.0,Suburban,Divorced,74,3,63,0,2,Personal Auto,Personal L1,Offer1,Call Center,523.888845,Four-Door Car,Small
1238,1308,Arizona,5866.424273,No,Basic,Bachelor,2011-01-15,Employed,F,26608.0,Urban,Married,73,12,14,0,6,Personal Auto,Personal L2,Offer3,Agent,234.234301,Two-Door Car,Medsize
1239,1309,California,4825.500869,No,Basic,Doctor,2011-02-15,Unemployed,M,0.0,Urban,Married,63,8,27,0,9,Personal Auto,Personal L2,Offer3,Branch,272.843439,Four-Door Car,Medsize
1240,1310,California,5389.499465,Yes,Extended,College,2011-01-07,Employed,M,66429.0,Rural,Married,136,35,93,0,1,Personal Auto,Personal L2,Offer2,Agent,57.712985,Sports Car,Medsize
1241,1311,California,7778.005623,No,Basic,Bachelor,2011-01-19,Disabled,F,25970.0,Suburban,Married,72,18,30,3,2,Personal Auto,Personal L2,Offer4,Branch,430.818992,Four-Door Car,Small
1242,1313,California,14866.45116,No,Extended,High School or Below,2011-02-09,Employed,F,24279.0,Suburban,Married,126,16,97,0,2,Personal Auto,Personal L2,Offer2,Branch,604.8,Sports Car,Medsize
1243,1314,Arizona,8324.23271,No,Extended,High School or Below,2011-01-01,Unemployed,M,0.0,Suburban,Single,121,11,92,0,5,Corporate Auto,Corporate L3,Offer2,Branch,871.2,Sports Car,Medsize
1244,1315,Oregon,9238.305998,No,Extended,High School or Below,2011-01-05,Unemployed,F,0.0,Suburban,Single,128,30,26,0,5,Personal Auto,Personal L3,Offer1,Agent,921.6,SUV,Medsize
1245,1316,Nevada,22693.29076,No,Basic,High School or Below,2011-02-28,Employed,F,71879.0,Rural,Single,64,1,64,0,2,Corporate Auto,Corporate L3,Offer2,Web,9.163065,Two-Door Car,Medsize
1246,1317,Arizona,6236.018595,No,Extended,Doctor,2011-01-09,Employed,M,57760.0,Urban,Single,78,9,67,0,3,Special Auto,Special L2,Offer2,Call Center,223.950089,Four-Door Car,Medsize
1247,1318,California,5012.184756,No,Extended,College,2011-01-24,Employed,M,20976.0,Suburban,Married,129,20,86,1,1,Personal Auto,Personal L3,Offer1,Agent,735.683769,Sports Car,Large
1248,1319,Washington,8176.576796,No,Basic,Bachelor,2011-02-28,Employed,M,67137.0,Urban,Married,111,0,49,5,6,Personal Auto,Personal L1,Offer2,Agent,314.880326,SUV,Medsize
1249,1320,Washington,2582.862313,No,Basic,High School or Below,2011-02-22,Employed,F,50148.0,Suburban,Married,65,0,45,0,1,Corporate Auto,Corporate L3,Offer2,Web,323.485239,Four-Door Car,Small
1250,1321,California,3118.981095,No,Extended,College,2011-01-10,Employed,M,23008.0,Rural,Married,79,29,49,1,1,Personal Auto,Personal L1,Offer2,Call Center,80.663097,Four-Door Car,Medsize
1251,1322,Washington,2938.07856,No,Extended,College,2011-02-24,Unemployed,M,0.0,Suburban,Single,82,12,67,0,1,Personal Auto,Personal L2,Offer3,Agent,590.4,Four-Door Car,Medsize
1252,1323,Arizona,6883.686618,No,Extended,High School or Below,2011-02-26,Employed,F,84869.0,Suburban,Married,85,5,65,0,4,Corporate Auto,Corporate L2,Offer2,Web,408.0,Four-Door Car,Medsize
1253,1324,Oregon,2215.912948,No,Basic,College,2011-01-06,Unemployed,M,0.0,Suburban,Single,66,21,67,0,1,Corporate Auto,Corporate L3,Offer1,Agent,316.8,Two-Door Car,Medsize
1254,1325,Washington,4297.018104,No,Premium,Bachelor,2011-02-10,Employed,M,86860.0,Suburban,Married,107,13,29,0,1,Personal Auto,Personal L2,Offer2,Call Center,513.6,Four-Door Car,Small
1255,1326,Arizona,21522.94749,No,Extended,High School or Below,2011-02-14,Employed,F,44695.0,Rural,Married,79,14,51,2,2,Personal Auto,Personal L2,Offer1,Call Center,81.166323,Two-Door Car,Medsize
1256,1327,Oregon,2761.691693,No,Extended,High School or Below,2011-02-26,Unemployed,F,0.0,Suburban,Single,77,35,38,0,1,Personal Auto,Personal L1,Offer1,Branch,554.4,Four-Door Car,Small
1257,1328,Oregon,22563.61838,No,Basic,High School or Below,2011-01-17,Employed,M,23046.0,Rural,Married,65,18,7,3,2,Personal Auto,Personal L3,Offer4,Branch,1.687291,Two-Door Car,Large
1258,1329,Oregon,5285.918307,No,Basic,High School or Below,2011-02-15,Unemployed,M,0.0,Suburban,Married,73,1,44,0,4,Personal Auto,Personal L1,Offer2,Branch,392.951076,Two-Door Car,Small
1259,1331,Oregon,5913.199024,No,Extended,Bachelor,2011-02-28,Unemployed,M,0.0,Suburban,Single,91,13,89,0,4,Corporate Auto,Corporate L3,Offer3,Call Center,436.8,Four-Door Car,Medsize
1260,1332,California,2593.398672,No,Basic,Master,2011-02-01,Unemployed,F,0.0,Suburban,Married,69,29,35,0,1,Personal Auto,Personal L3,Offer4,Branch,331.2,Two-Door Car,Medsize
1261,1333,Arizona,12692.67092,No,Premium,High School or Below,2011-01-25,Employed,M,40117.0,Suburban,Married,108,6,55,0,2,Personal Auto,Personal L1,Offer3,Agent,750.082794,Two-Door Car,Small
1262,1334,Oregon,3309.11965,No,Extended,Bachelor,2011-02-22,Employed,M,72140.0,Suburban,Divorced,87,22,66,2,1,Personal Auto,Personal L3,Offer3,Agent,417.6,Four-Door Car,Large
1263,1335,Washington,4754.449647,No,Extended,College,2011-01-04,Unemployed,F,0.0,Suburban,Single,136,5,46,0,1,Corporate Auto,Corporate L1,Offer1,Call Center,652.8,SUV,Medsize
1264,1336,California,2413.93064,No,Basic,College,2011-01-20,Disabled,M,12495.0,Suburban,Divorced,65,32,62,0,1,Personal Auto,Personal L3,Offer1,Call Center,312.0,Four-Door Car,Medsize
1265,1337,California,2161.685527,No,Basic,High School or Below,2011-02-21,Unemployed,M,0.0,Suburban,Single,67,33,75,2,1,Corporate Auto,Corporate L3,Offer2,Call Center,482.4,Two-Door Car,Medsize
1266,1338,Oregon,5527.988928,No,Basic,Bachelor,2011-02-25,Unemployed,F,0.0,Suburban,Married,72,4,72,0,7,Personal Auto,Personal L3,Offer3,Branch,345.6,Four-Door Car,Large
1267,1339,Arizona,10629.21789,No,Extended,Doctor,2011-01-29,Employed,F,36495.0,Rural,Married,133,14,97,1,3,Corporate Auto,Corporate L3,Offer2,Agent,229.930796,SUV,Medsize
1268,1340,Nevada,11820.1098,No,Extended,Bachelor,2011-02-22,Employed,F,86801.0,Urban,Married,98,5,20,0,2,Personal Auto,Personal L3,Offer4,Branch,371.108203,Four-Door Car,Medsize
1269,1341,California,4964.63152,No,Basic,College,2011-01-29,Employed,M,52679.0,Rural,Married,62,21,3,0,4,Personal Auto,Personal L3,Offer2,Agent,117.998498,Four-Door Car,Medsize
1270,1342,California,9122.92563,No,Basic,Master,2011-02-15,Employed,M,90804.0,Urban,Married,113,29,67,0,5,Personal Auto,Personal L1,Offer2,Call Center,434.09776,Sports Car,Small
1271,1343,Washington,5309.435869,No,Basic,College,2011-02-05,Medical Leave,F,22404.0,Urban,Married,70,0,62,1,4,Personal Auto,Personal L3,Offer1,Agent,211.136067,Four-Door Car,Medsize
1272,1344,Oregon,3460.66504,No,Extended,College,2011-01-16,Disabled,F,14262.0,Urban,Married,90,27,9,0,1,Personal Auto,Personal L3,Offer1,Agent,290.432527,Four-Door Car,Medsize
1273,1345,Oregon,2872.980808,No,Basic,Bachelor,2011-01-22,Employed,M,36844.0,Urban,Married,73,10,11,0,1,Personal Auto,Personal L3,Offer2,Agent,283.966321,Four-Door Car,Medsize
1274,1346,Arizona,9927.877699,No,Extended,College,2011-01-12,Employed,F,58703.0,Rural,Married,127,32,26,2,6,Personal Auto,Personal L3,Offer3,Agent,227.916076,SUV,Small
1275,1347,Nevada,3482.687007,No,Extended,High School or Below,2011-01-03,Employed,M,65162.0,Rural,Married,86,11,59,0,1,Personal Auto,Personal L3,Offer2,Call Center,134.430084,Four-Door Car,Medsize
1276,1348,Oregon,3991.727249,No,Extended,College,2011-02-11,Employed,F,54964.0,Suburban,Married,99,13,53,0,1,Personal Auto,Personal L2,Offer1,Agent,525.515271,Four-Door Car,Medsize
1277,1349,Oregon,5510.107444,No,Basic,Bachelor,2011-01-10,Employed,M,61401.0,Rural,Married,69,8,77,0,3,Personal Auto,Personal L2,Offer1,Call Center,144.439335,Four-Door Car,Medsize
1278,1350,Oregon,3600.934326,Yes,Basic,High School or Below,2011-02-25,Retired,F,25147.0,Suburban,Single,101,7,54,0,1,Corporate Auto,Corporate L3,Offer1,Agent,694.598288,SUV,Medsize
1279,1351,Oregon,5419.45812,No,Basic,Master,2011-01-06,Employed,F,73536.0,Urban,Married,67,29,27,0,6,Personal Auto,Personal L1,Offer2,Branch,172.518524,Two-Door Car,Medsize
1280,1352,Oregon,5810.630529,No,Basic,High School or Below,2011-02-17,Employed,F,24860.0,Suburban,Married,73,2,35,0,8,Personal Auto,Personal L2,Offer4,Web,350.4,Four-Door Car,Large
1281,1353,California,3942.725768,No,Extended,Bachelor,2011-01-03,Employed,M,65404.0,Urban,Married,99,16,79,0,1,Personal Auto,Personal L2,Offer2,Branch,300.703109,Four-Door Car,Large
1282,1354,Oregon,3126.271893,No,Extended,High School or Below,2011-02-18,Employed,M,34510.0,Suburban,Divorced,81,0,54,0,1,Personal Auto,Personal L3,Offer2,Agent,388.8,Four-Door Car,Small
1283,1355,California,3530.007745,No,Premium,Bachelor,2011-02-11,Unemployed,M,0.0,Suburban,Single,108,7,55,0,1,Corporate Auto,Corporate L3,Offer1,Agent,777.6,Two-Door Car,Medsize
1284,1356,Washington,5029.296953,No,Basic,Bachelor,2011-01-19,Employed,M,40113.0,Urban,Divorced,67,2,43,3,5,Corporate Auto,Corporate L2,Offer1,Branch,262.047663,Two-Door Car,Medsize
1285,1357,Arizona,4772.943848,Yes,Extended,High School or Below,2011-02-18,Retired,M,20993.0,Suburban,Divorced,133,35,90,0,1,Personal Auto,Personal L3,Offer2,Agent,638.4,SUV,Medsize
1286,1358,Oregon,2202.3352,No,Basic,Bachelor,2011-01-22,Unemployed,F,0.0,Suburban,Married,61,2,34,1,1,Personal Auto,Personal L3,Offer1,Call Center,292.8,Two-Door Car,Medsize
1287,1359,Washington,8717.049833,Yes,Basic,College,2011-02-14,Employed,M,83846.0,Suburban,Married,74,22,94,3,2,Personal Auto,Personal L3,Offer2,Agent,355.2,Four-Door Car,Large
1288,1360,Arizona,10373.88882,No,Extended,College,2011-01-02,Employed,F,62587.0,Suburban,Married,86,30,47,0,2,Personal Auto,Personal L1,Offer2,Branch,412.8,Four-Door Car,Medsize
1289,1361,Washington,7250.029606,No,Basic,Bachelor,2011-02-01,Unemployed,M,0.0,Suburban,Single,69,17,10,0,2,Personal Auto,Personal L3,Offer4,Call Center,496.8,Two-Door Car,Medsize
1290,1362,California,4307.422775,No,Basic,High School or Below,2011-01-17,Employed,M,73345.0,Suburban,Married,107,7,62,0,1,Personal Auto,Personal L1,Offer4,Agent,513.6,SUV,Medsize
1291,1363,Oregon,3040.253837,No,Extended,High School or Below,2011-01-31,Unemployed,F,0.0,Suburban,Single,83,30,44,0,1,Personal Auto,Personal L3,Offer1,Agent,989.105367,Four-Door Car,Small
1292,1365,Washington,5391.078171,No,Extended,College,2011-02-20,Employed,M,21440.0,Suburban,Married,135,7,19,0,1,Personal Auto,Personal L3,Offer3,Agent,972.0,SUV,Medsize
1293,1366,Oregon,5285.307579,No,Basic,Bachelor,2011-01-22,Employed,F,22627.0,Suburban,Married,67,19,43,0,8,Personal Auto,Personal L1,Offer2,Agent,321.6,Four-Door Car,Medsize
1294,1367,California,8024.992989,No,Basic,Master,2011-02-12,Employed,F,38702.0,Rural,Married,101,7,32,3,3,Personal Auto,Personal L3,Offer1,Web,253.364333,SUV,Large
1295,1368,California,2810.464447,Yes,Basic,Bachelor,2011-02-27,Employed,M,26790.0,Suburban,Married,71,4,41,0,1,Personal Auto,Personal L3,Offer2,Agent,340.8,Two-Door Car,Medsize
1296,1369,Arizona,7739.550403,No,Extended,Bachelor,2011-01-03,Employed,F,64859.0,Urban,Married,96,24,11,0,8,Personal Auto,Personal L2,Offer3,Call Center,266.949266,Four-Door Car,Medsize
1297,1370,Washington,2175.740021,No,Basic,College,2011-02-05,Unemployed,F,0.0,Suburban,Single,61,31,15,0,1,Personal Auto,Personal L3,Offer1,Web,479.097472,Four-Door Car,Medsize
1298,1371,Nevada,3275.16199,No,Extended,High School or Below,2011-01-23,Employed,F,69263.0,Suburban,Married,81,8,12,2,1,Personal Auto,Personal L3,Offer3,Agent,494.847804,Two-Door Car,Medsize
1299,1372,Oregon,2652.695343,No,Basic,Bachelor,2011-01-01,Employed,M,82655.0,Suburban,Married,66,8,93,0,1,Personal Auto,Personal L2,Offer2,Web,316.8,Two-Door Car,Medsize
1300,1373,California,5048.226244,No,Basic,High School or Below,2011-02-11,Employed,F,29401.0,Suburban,Single,65,30,56,0,4,Personal Auto,Personal L3,Offer1,Branch,312.0,Four-Door Car,Small
1301,1374,Washington,5515.41017,No,Extended,Bachelor,2011-02-28,Unemployed,M,0.0,Suburban,Divorced,79,5,62,0,7,Special Auto,Special L2,Offer2,Web,379.2,Four-Door Car,Small
1302,1375,Arizona,4858.429375,No,Basic,College,2011-02-12,Employed,F,26480.0,Suburban,Divorced,63,13,17,0,3,Personal Auto,Personal L1,Offer2,Call Center,378.695238,Two-Door Car,Medsize
1303,1376,Oregon,2144.921535,No,Basic,High School or Below,2011-01-06,Unemployed,F,0.0,Suburban,Single,61,34,35,1,1,Personal Auto,Personal L1,Offer2,Agent,292.8,Four-Door Car,Medsize
1304,1377,California,6042.618486,No,Extended,Bachelor,2011-01-01,Unemployed,M,0.0,Suburban,Single,83,12,21,0,5,Personal Auto,Personal L1,Offer4,Web,904.385726,Two-Door Car,Medsize
1305,1378,Oregon,3387.203337,No,Extended,High School or Below,2011-01-20,Employed,F,73268.0,Rural,Married,84,18,18,0,1,Personal Auto,Personal L3,Offer3,Agent,93.623377,Four-Door Car,Medsize
1306,1379,Oregon,10864.27491,No,Basic,Doctor,2011-02-09,Employed,F,95579.0,Urban,Single,67,19,78,0,2,Personal Auto,Personal L1,Offer1,Agent,308.631159,Four-Door Car,Medsize
1307,1380,Oregon,8842.650024,No,Basic,Master,2011-02-21,Employed,F,42142.0,Urban,Single,112,1,8,0,3,Personal Auto,Personal L3,Offer4,Branch,396.17554,Sports Car,Medsize
1308,1381,Washington,4389.279424,No,Basic,Bachelor,2011-02-06,Employed,M,26676.0,Suburban,Married,112,7,96,0,1,Personal Auto,Personal L3,Offer2,Agent,537.6,SUV,Large
1309,1385,Arizona,2646.573754,No,Basic,College,2011-01-28,Disabled,F,23170.0,Suburban,Divorced,71,21,67,0,1,Personal Auto,Personal L3,Offer1,Call Center,340.8,Four-Door Car,Medsize
1310,1386,Oregon,4607.244307,No,Basic,Bachelor,2011-01-07,Disabled,F,17343.0,Urban,Single,63,9,92,0,5,Corporate Auto,Corporate L3,Offer2,Branch,208.659743,Two-Door Car,Medsize
1311,1387,Oregon,4860.62003,No,Basic,College,2011-01-23,Medical Leave,M,25854.0,Suburban,Single,68,24,37,0,9,Personal Auto,Personal L3,Offer1,Branch,396.284835,Four-Door Car,Medsize
1312,1388,Oregon,2580.849899,Yes,Basic,College,2011-02-09,Employed,M,46900.0,Suburban,Married,66,13,59,0,1,Corporate Auto,Corporate L1,Offer2,Web,316.8,Four-Door Car,Medsize
1313,1389,Washington,8646.504109,Yes,Basic,High School or Below,2011-01-02,Employed,F,64125.0,Urban,Married,108,3,44,0,3,Corporate Auto,Corporate L3,Offer2,Branch,369.818708,SUV,Large
1314,1390,California,8405.752991,No,Basic,High School or Below,2011-01-30,Employed,M,85355.0,Suburban,Married,71,34,47,2,2,Personal Auto,Personal L2,Offer2,Call Center,458.568921,Two-Door Car,Small
1315,1391,Arizona,3096.511217,Yes,Extended,College,2011-02-12,Employed,F,21604.0,Suburban,Divorced,79,14,28,0,1,Personal Auto,Personal L3,Offer1,Branch,379.2,Four-Door Car,Medsize
1316,1393,Washington,5898.733666,No,Extended,Bachelor,2011-02-17,Employed,F,53998.0,Suburban,Divorced,78,5,38,5,8,Personal Auto,Personal L3,Offer1,Call Center,414.519064,Four-Door Car,Medsize
1317,1394,California,17497.52201,Yes,Basic,College,2011-02-28,Unemployed,M,0.0,Suburban,Divorced,73,9,94,0,2,Personal Auto,Personal L1,Offer1,Agent,350.4,Two-Door Car,Medsize
1318,1395,Nevada,3218.608644,No,Extended,High School or Below,2011-01-13,Employed,F,68776.0,Rural,Married,80,28,78,0,1,Personal Auto,Personal L3,Offer3,Call Center,87.861666,Four-Door Car,Medsize
1319,1396,Oregon,23207.26972,No,Extended,High School or Below,2011-01-16,Employed,F,45039.0,Rural,Married,96,27,94,0,2,Personal Auto,Personal L2,Offer1,Agent,192.144838,Four-Door Car,Large
1320,1397,Washington,8032.401911,No,Basic,Master,2011-02-09,Employed,M,27658.0,Rural,Married,68,4,75,0,2,Personal Auto,Personal L2,Offer3,Call Center,160.07526,Four-Door Car,Medsize
1321,1398,Nevada,13918.5348,No,Premium,High School or Below,2011-01-08,Employed,M,64113.0,Suburban,Divorced,117,24,32,0,2,Special Auto,Special L3,Offer1,Agent,561.6,Four-Door Car,Medsize
1322,1399,Arizona,8966.309774,No,Extended,High School or Below,2011-01-30,Employed,M,41829.0,Suburban,Married,76,11,41,0,2,Personal Auto,Personal L2,Offer2,Call Center,416.365369,Two-Door Car,Medsize
1323,1400,California,11981.98481,Yes,Basic,Master,2011-01-20,Retired,F,21514.0,Urban,Married,62,0,59,0,2,Personal Auto,Personal L3,Offer1,Agent,257.248789,Two-Door Car,Medsize
1324,1401,Nevada,5532.629846,No,Basic,Master,2011-01-05,Employed,M,27722.0,Suburban,Divorced,69,3,29,0,9,Personal Auto,Personal L3,Offer3,Call Center,331.2,Four-Door Car,Medsize
1325,1402,Nevada,11660.57298,No,Premium,College,2011-02-19,Employed,F,21506.0,Suburban,Divorced,151,11,42,0,4,Personal Auto,Personal L3,Offer2,Agent,826.658992,Sports Car,Medsize
1326,1403,Oregon,2886.451602,Yes,Extended,High School or Below,2011-01-20,Retired,F,10312.0,Suburban,Married,78,10,63,0,1,Personal Auto,Personal L3,Offer2,Agent,486.278557,Four-Door Car,Large
1327,1404,Arizona,12741.84754,Yes,Basic,Bachelor,2011-01-07,Employed,F,73054.0,Urban,Married,106,34,36,1,2,Personal Auto,Personal L2,Offer1,Branch,419.365958,SUV,Medsize
1328,1405,Oregon,5398.098108,No,Basic,Bachelor,2011-01-21,Employed,F,73775.0,Suburban,Divorced,67,14,51,0,3,Personal Auto,Personal L3,Offer2,Agent,321.6,Four-Door Car,Medsize
1329,1406,California,7285.030983,Yes,Basic,High School or Below,2011-02-28,Employed,M,44788.0,Suburban,Married,61,6,48,0,2,Corporate Auto,Corporate L1,Offer2,Agent,386.031248,Four-Door Car,Small
1330,1407,Nevada,17651.96339,No,Extended,High School or Below,2011-01-31,Medical Leave,F,22510.0,Suburban,Single,95,19,48,0,2,Personal Auto,Personal L3,Offer1,Web,456.0,Four-Door Car,Small
